year,country,gdp_Bn.USD,industry_va_MioEUR,industry_va_PerUnit,gdp_X_industry_va_PerUnit_MrdEUR,industry_va_MrdEUR
2009,Italy,2897.752524657772,555097.9,,,555.0979
2009,Latvia,53.005397613117566,5803.0,,,5.803
2009,Lithuania,83.43169863131793,10814.3,,,10.8143
2009,Luxembourg,63.446891704349994,6115.0,,,6.115
2009,Netherlands,1006.2228941766876,185400.0,,,185.4
2009,Norway,400.91170296768587,119336.3,,,119.33630000000001
2009,Poland,997.9307304750898,148251.0,,,148.251
2009,Portugal,381.24251772522763,54362.1,,,54.3621
2009,Romania,554.7288864103583,71912.6,,,71.91260000000001
2009,Slovakia,150.055160937476,28166.5,,,28.1665
2009,Slovenia,76.74994719923615,15958.9,,,15.9589
2009,Spain,1980.7594076716052,387457.0,,,387.457
2009,Sweden,490.6554064157955,113047.2,,,113.0472
2010,Austria,497.71835413524525,126601.29999999999,0.2807,118.75311070489884,126.6013
2010,Belgium,609.7668147502048,122733.2,0.2235,115.84045063217016,122.7332
2010,Bulgaria,161.10792057876515,13551.5,0.2601,35.61854462115629,13.5515
2010,Croatia,123.48381175581548,15783.3,0.272,28.549457277944537,15.783299999999999
2010,Czechia,406.9048226590183,85305.2,0.3823,132.2257566471613,85.3052
2010,Denmark,330.36343686150684,73624.7,0.2337,65.62504491535402,73.62469999999999
2010,Estonia,40.42658719988071,5569.9,0.2567,8.82087919407797,5.5699
2010,Finland,289.01334704325814,81326.0,0.2917,71.65941433264064,81.326
2010,France,3186.9227282570246,556348.5,0.2069,560.4681656049216,556.3485
2010,Germany,4561.537607139476,1189024.0,0.297,1151.5601689223606,1189.024
2010,Greece,417.5608226880714,51626.3,0.178,63.1769524727052,51.6263
2010,Hungary,278.2520512456604,43172.5,0.3164,74.8331066620079,43.1725
2010,Ireland,272.3121498454063,71697.70000000001,0.296,68.51373690110421,71.69770000000001
2010,Italy,2942.3794276113213,574890.7,0.2489,622.5045036025892,574.8906999999999
2010,Latvia,51.132373446585916,5799.4,0.2247,9.766027666430679,5.7993999999999994
2010,Lithuania,84.43816616680904,11928.3,0.2841,20.39055055679188,11.9283
2010,Luxembourg,65.74422477675,6769.2,0.1249,6.979735623423664,6.7692
2010,Netherlands,1019.2462918486725,184711.0,0.2129,184.44790520439503,184.711
2010,Norway,404.0103968354094,139761.4,0.3662,125.75631622295789,139.76139999999998
2010,Poland,1030.8634418001905,165531.1,0.328,287.4047275738931,165.5311
2010,Portugal,388.07314482367184,56689.6,0.2341,77.22073472273834,56.6896
2010,Romania,532.4186721789916,79120.3,0.4073,184.3260064017278,79.1203
2010,Slovakia,160.3337043674312,32365.4,0.3121,42.53412676311399,32.3654
2010,Slovenia,77.88834309862399,15807.5,0.3327,22.02643398657537,15.8075
2010,Spain,1984.884699507916,367308.0,0.2516,424.48744183676286,367.308
2010,Sweden,517.6075265145556,144406.2,0.2699,118.74693069533677,144.4062
2011,Austria,512.6539178658514,132517.2,,,132.5172
2011,Belgium,622.6441785579028,127642.5,,,127.6425
2011,Bulgaria,164.3661426194203,15851.8,,,15.851799999999999
2011,Croatia,123.4160563964199,16092.2,,,16.092200000000002
2011,Czechia,415.8875155884639,91899.20000000001,,,91.89920000000001
2011,Denmark,334.8800629772623,76458.0,,,76.458
2011,Estonia,43.3901713423158,6679.9,,,6.6799
2011,Finland,295.86855505119127,81818.0,,,81.818
2011,France,3266.8044386737515,577261.2,,,577.2611999999999
2011,Germany,4645.549567054896,1274633.0,,,1274.633
2011,Greece,377.01538683005566,45838.7,,,45.838699999999996
2011,Hungary,283.5777930950897,44461.5,,,44.4615
2011,Ireland,277.2139652040562,77730.2,,,77.7302
2011,Italy,2965.376790554095,586252.8,,,586.2528000000001
2011,Latvia,52.5075000077823,6389.3,,,6.3893
2011,Lithuania,89.2159138687894,14492.3,,,14.492299999999998
2011,Luxembourg,66.166122741488,6904.799999999999,,,6.904799999999999
2011,Netherlands,1037.5646967885464,193014.0,,,193.014
2011,Norway,408.3534861373916,161489.3,,,161.4893
2011,Poland,1085.786207785825,176611.90000000002,,,176.61190000000002
2011,Portugal,381.34426693699345,54060.399999999994,,,54.060399999999994
2011,Romania,556.4573492670747,91597.4,,,91.5974
2011,Slovakia,164.2922767272468,33908.3,,,33.908300000000004
2011,Slovenia,78.3682209166207,16458.4,,,16.4584
2011,Spain,1972.4815923262854,353615.0,,,353.615
2011,Sweden,534.4630303278077,157958.90000000002,,,157.95890000000003
2012,Austria,515.692142673695,136976.5,,,136.9765
2012,Belgium,624.3532622043698,126533.6,,,126.5336
2012,Bulgaria,166.53952109742985,16663.199999999997,,,16.663199999999996
2012,Croatia,120.81609950924161,15504.2,,,15.5042
2012,Czechia,413.2792973156604,88963.1,,,88.96310000000001
2012,Denmark,334.82385499863915,78983.8,,,78.9838
2012,Estonia,44.9771710963788,6964.9,,,6.964899999999999
2012,Finland,291.38060581657464,76052.0,,,76.052
2012,France,3273.63693619024,578779.4,,,578.7794
2012,Germany,4673.1374614912065,1304250.0,,,1304.25
2012,Greece,345.8982694649855,42638.3,,,42.6383
2012,Hungary,279.90397952587426,43534.899999999994,,,43.53489999999999
2012,Ireland,275.1231072070905,77129.70000000001,,,77.12970000000001
2012,Italy,2872.3426048226297,564216.5,,,564.2165
2012,Latvia,56.22166365966138,7068.0,,,7.068
2012,Lithuania,92.82774310926378,15579.7,,,15.5797
2012,Luxembourg,67.3865429183982,6971.200000000001,,,6.9712000000000005
2012,Netherlands,1028.1476016873507,193411.0,,,193.411
2012,Norway,419.45248816157346,177618.5,,,177.6185
2012,Poland,1103.3638808151086,181365.5,,,181.3655
2012,Portugal,366.91584353461496,51340.399999999994,,,51.340399999999995
2012,Romania,566.6170826598349,77602.8,,,77.6028
2012,Slovakia,166.9861302603694,34906.8,,,34.906800000000004
2012,Slovenia,76.13459352667881,16453.8,,,16.453799999999998
2012,Spain,1921.6326505972954,327480.0,,,327.48
2012,Sweden,533.9792511674996,159097.7,,,159.0977
2013,Austria,513.7879808969882,138357.1,,,138.3571
2013,Belgium,626.8365428966944,128564.3,,,128.5643
2013,Bulgaria,165.20251083108695,15255.300000000001,,,15.255300000000002
2013,Croatia,120.6180225308238,14836.300000000001,,,14.836300000000001
2013,Czechia,413.74021496238004,86873.29999999999,,,86.87329999999999
2013,Denmark,339.4662749320289,81841.1,,,81.84110000000001
2013,Estonia,45.75432936158279,7326.5,,,7.3265
2013,Finland,288.5546890379754,77210.0,,,77.21
2013,France,3303.6098504651495,589952.8,,,589.9528
2013,Germany,4695.563644710897,1308204.0,,,1308.204
2013,Greece,337.6478068952975,40689.700000000004,,,40.6897
2013,Hungary,285.71495007625754,44731.0,,,44.731
2013,Ireland,283.6336232771172,78496.7,,,78.4967
2013,Italy,2822.5523007737756,557057.1,,,557.0571
2013,Latvia,57.39911262508175,7111.3,,,7.1113
2013,Lithuania,96.55260381094187,15793.800000000001,,,15.793800000000001
2013,Luxembourg,69.31772317656271,7362.9,,,7.3629
2013,Netherlands,1028.2965164854852,188590.0,,,188.59
2013,Norway,424.1185809616231,171446.19999999998,,,171.44619999999998
2013,Poland,1111.742939420793,172594.90000000002,,,172.59490000000002
2013,Portugal,363.39211686091204,51967.8,,,51.967800000000004
2013,Romania,568.0744488121236,74738.20000000001,,,74.7382
2013,Slovakia,168.15304378613484,33308.8,,,33.308800000000005
2013,Slovenia,75.52750695012536,16689.1,,,16.6891
2013,Spain,1896.7570927465695,316867.0,,,316.867
2013,Sweden,539.4633892256414,155456.8,,,155.4568
2014,Austria,517.7067099939655,141858.0,,,141.858
2014,Belgium,637.5020599962563,130408.1,,,130.40810000000002
2014,Bulgaria,166.81423336847445,15691.699999999999,,,15.691699999999999
2014,Croatia,120.0102767197773,14783.1,,,14.783100000000001
2014,Czechia,422.8229119135986,90616.8,,,90.6168
2014,Denmark,343.4738866953306,82968.2,,,82.9682
2014,Estonia,47.165031714825254,7752.7,,,7.7527
2014,Finland,287.23439021873645,77534.0,,,77.534
2014,France,3348.9326074851338,592774.5,,,592.7745
2014,Germany,4791.636184299139,1375727.0,,,1375.727
2014,Greece,339.92414061837417,38625.8,,,38.625800000000005
2014,Hungary,297.94015612865496,47968.8,,,47.9688
2014,Ireland,308.7241377485296,88292.2,,,88.2922
2014,Italy,2825.299770481646,556577.3,,,556.5773
2014,Latvia,58.49366101648944,6955.299999999999,,,6.955299999999999
2014,Lithuania,100.10443966738764,16431.4,,,16.4314
2014,Luxembourg,71.10942542795199,8047.900000000001,,,8.0479
2014,Netherlands,1044.201214024791,185565.0,,,185.565
2014,Norway,432.8985208924755,158398.3,,,158.39829999999998
2014,Poland,1153.8101090347066,191455.2,,,191.45520000000002
2014,Portugal,365.9020716902555,53387.5,,,53.3875
2014,Romania,591.4441991709698,81410.90000000001,,,81.41090000000001
2014,Slovakia,172.6924900540894,37078.399999999994,,,37.078399999999995
2014,Slovenia,77.61465011817269,17672.5,,,17.6725
2014,Spain,1922.7678543951872,320694.0,,,320.694
2014,Sweden,552.0719015506048,150959.5,,,150.9595
2015,Austria,523.7299671096847,146268.7,0.2823,125.67162425780438,146.26870000000002
2015,Belgium,646.4166704621668,133157.09999999998,0.2196,120.66013570846806,133.15709999999999
2015,Bulgaria,172.5343182426333,17247.0,0.2743,40.22723896986116,17.247
2015,Croatia,123.19157814403334,15060.0,0.2581,27.026384371128753,15.06
2015,Czechia,445.00276069688726,97625.20000000001,0.3751,141.88245520679203,97.6252
2015,Denmark,350.2989887601866,87235.1,0.2303,68.57277854475034,87.2351
2015,Estonia,48.301571285115,7725.8,0.2729,11.204273983151701,7.7258000000000004
2015,Finland,288.7073123586727,80178.0,0.2698,66.20924794321441,80.178
2015,France,3381.8333841016206,606626.0,0.1976,568.0127351937082,606.626
2015,Germany,4842.8418535519895,1420394.0,0.3014,1240.6876544614843,1420.394
2015,Greece,338.99851505622865,39868.1,0.1606,46.276687290325775,39.8681
2015,Hungary,308.87523333367767,52589.3,0.3134,82.2812734077584,52.5893
2015,Ireland,377.4221595101033,199669.1,0.4103,131.62786523994606,199.66910000000001
2015,Italy,2852.2490107342464,574693.6,0.232,562.4635049167935,574.6936
2015,Latvia,60.756469389554404,7272.7,0.2173,11.222023678597646,7.2726999999999995
2015,Lithuania,103.11709385524176,16550.2,0.2967,26.005615484822698,16.5502
2015,Luxembourg,73.0394151697716,9214.5,0.1221,7.580395703394745,9.2145
2015,Netherlands,1065.8904960000655,192718.0,0.2021,183.10399885537126,192.718
2015,Norway,441.28360988626014,136187.1,0.3484,130.68172823171707,136.18710000000002
2015,Poland,1204.2648811699894,210461.69999999998,0.3435,351.61523867960767,210.46169999999998
2015,Portugal,371.32220266761425,57127.9,0.2235,70.54193545178002,57.127900000000004
2015,Romania,610.6597283220507,81779.09999999999,0.3152,163.6079544120438,81.77909999999999
2015,Slovakia,181.68679212365885,39192.1,0.339,52.353049150432305,39.192099999999996
2015,Slovenia,79.4834390682431,18327.3,0.3242,21.90325130403575,18.3273
2015,Spain,1999.931964526783,336318.0,0.2212,376.0272079703257,336.318
2015,Sweden,574.8041430743943,162985.59999999998,0.2492,121.75501358601822,162.98559999999998
2016,Austria,535.4574913664438,155001.5,,,155.0015
2016,Belgium,655.1176527628637,134309.5,,,134.3095
2016,Bulgaria,177.7496680634239,18945.7,,,18.945700000000002
2016,Croatia,127.31281522123986,15772.0,,,15.772
2016,Czechia,456.52173053459614,101731.9,,,101.7319
2016,Denmark,361.1536056626207,93633.4,,,93.6334
2016,Estonia,49.70502317246255,8175.4,,,8.1754
2016,Finland,296.1747002135651,82456.0,,,82.456
2016,France,3403.0050366974033,605014.7,,,605.0147
2016,Germany,4969.336169733561,1488529.0,,,1488.529
2016,Greece,337.70456082217595,39099.2,,,39.099199999999996
2016,Hungary,316.4679182316636,52474.2,,,52.474199999999996
2016,Ireland,383.7646530215808,190796.8,,,190.7968
2016,Italy,2886.68113975644,602266.3,,,602.2663
2016,Latvia,62.335749373803274,7277.1,,,7.277100000000001
2016,Lithuania,105.97819678602211,16617.1,,,16.617099999999997
2016,Luxembourg,76.51651006873799,10056.099999999999,,,10.056099999999999
2016,Netherlands,1090.954504656781,196111.0,,,196.111
2016,Norway,446.62867553594117,118890.6,,,118.8906
2016,Poland,1242.1541860347302,209333.3,,,209.33329999999998
2016,Portugal,378.71973176691074,59067.3,,,59.0673
2016,Romania,628.3166564572755,84160.1,,,84.1601
2016,Slovakia,185.10440276523414,37903.4,,,37.903400000000005
2016,Slovenia,81.89447490652849,19138.6,,,19.1386
2016,Spain,2056.034550616559,345273.0,,,345.273
2016,Sweden,586.2769821521573,164775.59999999998,,,164.77559999999997
2017,Austria,549.4298789140023,158836.8,,,158.83679999999998
2017,Belgium,664.5833486232189,140118.4,,,140.1184
2017,Bulgaria,182.68433453439235,19955.0,,,19.955
2017,Croatia,131.92656477276125,16332.6,,,16.3326
2017,Czechia,481.72172211913266,109026.70000000001,,,109.0267
2017,Denmark,372.5358692313846,98426.9,,,98.42689999999999
2017,Estonia,52.34573773094221,8880.7,,,8.880700000000001
2017,Finland,306.1340710133147,89534.0,,,89.534
2017,France,3475.775688711039,613216.0,,,613.216
2017,Germany,5121.176529338036,1535502.0,,,1535.502
2017,Greece,342.4658255933998,38245.7,,,38.2457
2017,Hungary,329.29214753411503,56311.399999999994,,,56.31139999999999
2017,Ireland,426.74772317013935,210964.5,,,210.9645
2017,Italy,2933.7566206957736,621203.3,,,621.2033
2017,Latvia,64.43548275012185,7974.599999999999,,,7.9746
2017,Lithuania,110.8045474524551,17938.1,,,17.9381
2017,Luxembourg,77.7592159857513,9071.0,,,9.071
2017,Netherlands,1121.4146578327238,207771.0,,,207.771
2017,Norway,457.937697251277,132835.6,,,132.8356
2017,Poland,1307.0235662084106,214341.8,,,214.34179999999998
2017,Portugal,390.9835268823514,61937.9,,,61.9379
2017,Romania,679.712084183712,91231.0,,,91.231
2017,Slovakia,190.47866029542658,38399.3,,,38.399300000000004
2017,Slovenia,86.15376272479469,20746.6,,,20.746599999999997
2017,Spain,2115.359902286204,362933.0,,,362.933
2017,Sweden,598.6043494710456,168728.5,,,168.7285
2018,Austria,562.9313527453774,164944.9,,,164.9449
2018,Belgium,676.7652740130145,143857.9,,,143.8579
2018,Bulgaria,187.37500472983692,19931.2,,,19.9312
2018,Croatia,135.37721876899707,16753.2,,,16.7532
2018,Czechia,496.1240078792827,114334.20000000001,,,114.33420000000001
2018,Denmark,379.71058845550186,101081.3,,,101.0813
2018,Estonia,54.305376711917845,9650.7,,,9.6507
2018,Finland,309.88958155985347,90213.0,,,90.213
2018,France,3526.2821630828357,626797.1,,,626.7971
2018,Germany,5180.574115484822,1567844.0,,,1567.844
2018,Greece,348.93207331374487,39486.5,,,39.4865
2018,Hungary,347.52434409154347,59238.299999999996,,,59.238299999999995
2018,Ireland,457.1105622841189,233350.0,,,233.35
2018,Italy,2957.8244837613806,638825.7,,,638.8257
2018,Latvia,67.1862016438858,8526.7,,,8.5267
2018,Lithuania,115.872926825162,19341.199999999997,,,19.341199999999997
2018,Luxembourg,78.99185671109501,9589.6,,,9.5896
2018,Netherlands,1146.620636868154,220307.0,,,220.307
2018,Norway,461.9452692170556,145620.9,,,145.6209
2018,Poland,1387.7669400907641,228524.5,,,228.5245
2018,Portugal,402.3778561389788,64992.799999999996,,,64.9928
2018,Romania,721.2764706066285,98658.1,,,98.6581
2018,Slovakia,198.2219275133344,42158.899999999994,,,42.158899999999996
2018,Slovenia,89.70290031648959,22039.4,,,22.0394
2018,Spain,2163.37914189178,370074.0,,,370.074
2018,Sweden,611.1156635995858,166278.1,,,166.2781
2019,Austria,572.7563259102802,168724.09999999998,,,168.72409999999996
2019,Belgium,693.0005217169554,151768.09999999998,,,151.76809999999998
2019,Bulgaria,194.51769422856418,21352.699999999997,,,21.3527
2019,Croatia,139.36284498084157,17606.199999999997,,,17.606199999999998
2019,Czechia,514.6667573440681,121457.0,,,121.457
2019,Denmark,386.3333403628703,105037.4,,,105.03739999999999
2019,Estonia,56.272893751816,10020.4,,,10.0204
2019,Finland,314.0376408360675,92685.0,,,92.685
2019,France,3599.5992655764876,652268.1,,,652.2681
2019,Germany,5236.31176994562,1586507.0,,,1586.507
2019,Greece,356.1788896161808,39357.6,,,39.3576
2019,Hungary,365.1223256776181,61837.6,,,61.8376
2019,Ireland,482.2615250911764,246665.1,,,246.6651
2019,Italy,2971.8679250267605,646137.0,,,646.137
2019,Latvia,67.59440894054111,9053.8,,,9.053799999999999
2019,Lithuania,121.040109315192,20315.699999999997,,,20.315699999999996
2019,Luxembourg,81.07862336034401,10387.9,,,10.3879
2019,Netherlands,1172.1724605647269,228464.0,,,228.464
2019,Norway,466.84756817806516,132903.9,,,132.9039
2019,Poland,1450.6263124167956,244945.1,,,244.9451
2019,Portugal,412.5440173790755,66114.0,,,66.114
2019,Romania,748.4489430299948,100542.0,,,100.542
2019,Slovakia,202.73593291065262,45239.8,,,45.2398
2019,Slovenia,92.71407449661876,23659.6,,,23.659599999999998
2019,Spain,2201.2130983559714,384571.0,,,384.571
2019,Sweden,626.8884114701933,168629.9,,,168.6299
2020,Austria,535.5393447233326,160691.2,0.2792,127.0941972897413,160.6912
2020,Belgium,660.7636802105436,144194.9,0.2175,122.15868537892426,144.1949
2020,Bulgaria,187.45217296416453,21480.9,0.2669,42.52633721951519,21.480900000000002
2020,Croatia,127.7857021818179,16357.9,0.2502,27.17618528300721,16.3579
2020,Czechia,491.54486573143885,111190.1,0.3657,152.79426378828913,111.1901
2020,Denmark,379.7133177155954,101101.9,0.2223,71.74872994895033,101.1019
2020,Estonia,54.84702884592096,9573.4,0.26,12.121193374948533,9.5734
2020,Finland,306.1223213189432,91601.0,0.2627,68.35558373891341,91.601
2020,France,3323.956475204645,591585.1,0.1953,551.793394666347,591.5851
2020,Germany,5007.6167082144475,1510133.0,0.2976,1266.7267225099265,1510.133
2020,Greece,323.42886134991375,38069.7,0.1599,43.958833690373524,38.0697
2020,Hungary,349.7688159718589,57851.9,0.3019,89.75592471061856,57.8519
2020,Ireland,512.71343059406,270247.0,0.3644,158.80785799220413,270.247
2020,Italy,2713.5684717192644,591876.6,0.2294,529.1187163005394,591.8765999999999
2020,Latvia,65.25202583590075,9298.3,0.2093,11.608661656335924,9.2983
2020,Lithuania,121.02720986151846,20230.7,0.2821,29.020509516644204,20.230700000000002
2020,Luxembourg,81.03822795768559,10493.3,0.1202,8.279675750436736,10.4933
2020,Netherlands,1129.2035997876746,227495.0,0.1974,189.46907200837393,227.495
2020,Norway,461.60996624302686,109009.1,0.3443,135.09246467085302,109.0091
2020,Poland,1450.6363477673267,238127.4,0.3295,406.28697510093406,238.1274
2020,Portugal,379.11872170683614,63294.200000000004,0.2181,70.28292422362182,63.294200000000004
2020,Romania,721.4195112732732,93516.3,0.3017,185.00442656847454,93.5163
2020,Slovakia,197.5010369593167,43461.3,0.3318,55.70121745363609,43.4613
2020,Slovenia,88.97852006471786,23118.1,0.3134,23.70298796004019,23.1181
2020,Spain,1966.337543663415,349747.0,0.2182,364.6966242232536,349.747
2020,Sweden,614.8219467600469,164820.5,0.2476,129.39542691511946,164.8205
2021,Austria,562.2367494225655,173480.4,,,173.4804
2021,Belgium,700.8953027308495,145444.7,,,145.4447
2021,Bulgaria,202.23401375451493,22807.6,,,22.807599999999997
2021,Croatia,143.73941244784973,18243.1,,,18.2431
2021,Czechia,501.6120956611639,118473.09999999999,,,118.47309999999999
2021,Denmark,407.2278723218237,109681.7,,,109.68169999999999
2021,Estonia,58.773005427287885,11279.8,,,11.2798
2021,Finland,314.1865144942918,97448.0,,,97.448
2021,France,3551.528322061559,631629.2999999999,,,631.6293
2021,Germany,5186.243580280259,1610275.0,,,1610.275
2021,Greece,351.43553687302943,43258.399999999994,,,43.258399999999995
2021,Hungary,375.0964259311589,62646.8,,,62.646800000000006
2021,Ireland,592.9400103112473,324499.0,,,324.499
2021,Italy,2951.0095621640157,698726.3,,,698.7263
2021,Latvia,69.84554681254828,10957.199999999999,,,10.957199999999998
2021,Lithuania,128.87589674398797,23112.100000000002,,,23.1121
2021,Luxembourg,86.476629942851,11129.2,,,11.1292
2021,Netherlands,1197.713005768587,253745.0,,,253.745
2021,Norway,479.19519191848025,186784.2,,,186.7842
2021,Poland,1521.6323902169336,266936.6,,,266.9366
2021,Portugal,400.0414442472613,68749.3,,,68.7493
2021,Romania,762.5686839462207,101010.5,,,101.0105
2021,Slovakia,209.59264152737364,44873.5,,,44.8735
2021,Slovenia,96.82006088980536,25013.9,,,25.013900000000003
2021,Spain,2101.3311264229083,390072.0,,,390.072
2021,Sweden,649.4547524643257,189428.8,,,189.4288
2022,Austria,588.771961547958,190969.6,,,190.9696
2022,Belgium,728.8112428368196,182623.0,,,182.623
2022,Bulgaria,210.16616098652892,33126.0,,,33.126
2022,Croatia,153.92426288100123,21865.4,,,21.8654
2022,Czechia,504.5577445838183,139509.9,,,139.5099
2022,Denmark,412.20417151989324,127463.29999999999,,,127.46329999999999
2022,Estonia,58.7506002974562,12736.800000000001,,,12.7368
2022,Finland,316.53074580819305,108945.0,,,108.945
2022,France,3653.214465752978,665370.7999999999,,,665.3707999999999
2022,Germany,5228.579603220101,1750629.0,,,1750.629
2022,Greece,370.4528787418057,54735.5,,,54.7355
2022,Hungary,390.4989658592877,69091.5,,,69.0915
2022,Ireland,641.8414899705845,405402.6,,,405.40259999999995
2022,Italy,3088.7615808341416,772482.7999999999,,,772.4827999999999
2022,Latvia,70.3964018977176,11752.8,,,11.752799999999999
2022,Lithuania,130.83866720241772,27932.699999999997,,,27.932699999999997
2022,Luxembourg,85.10191998599701,9995.2,,,9.9952
2022,Netherlands,1253.94340157768,288247.0,,,288.247
2022,Norway,493.391618111625,309287.7,,,309.28770000000003
2022,Poland,1563.6192397606137,309898.5,,,309.8985
2022,Portugal,426.5851542484854,75298.6,,,75.29860000000001
2022,Romania,789.8808028554554,116303.4,,,116.3034
2022,Slovakia,208.90872294217414,48268.9,,,48.2689
2022,Slovenia,99.2704171987918,27261.1,,,27.2611
2022,Spain,2214.900476001624,443736.0,,,443.736
2022,Sweden,657.2124446653175,204897.7,,,204.89770000000001
2023,Austria,586.875965264634,200844.0,,,200.844
2023,Belgium,739.1873771477724,189324.3,,,189.3243
2023,Bulgaria,213.59417611698763,34174.0,,,34.174
2023,Croatia,158.39605272289214,26431.7,,,26.4317
2023,Czechia,514.1425454708262,161007.2,,,161.0072
2023,Denmark,423.7654531772207,149556.69999999998,,,149.55669999999998
2023,Estonia,56.92613966153765,12563.6,,,12.563600000000001
2023,Finland,313.26262703310425,103617.0,,,103.617
2023,France,3692.569187552383,788031.0,,,788.031
2023,Germany,5173.65665794514,1929748.0,,,1929.748
2023,Greece,378.036198811353,53465.5,,,53.4655
2023,Hungary,387.29911632414456,83905.5,,,83.9055
2023,Ireland,608.102461504654,334820.30000000005,,,334.82030000000003
2023,Italy,3110.1868428373996,838563.8,,,838.5638
2023,Latvia,73.33992585598187,12271.5,,,12.2715
2023,Lithuania,131.826082984983,29295.6,,,29.2956
2023,Luxembourg,84.8999092205207,10952.2,,,10.952200000000001
2023,Netherlands,1258.2380616533753,300711.0,,,300.711
2023,Norway,491.88427686497505,202106.0,,,202.106
2023,Poland,1566.2026401326746,352266.80000000005,,,352.26680000000005
2023,Portugal,437.179386419846,83249.3,,,83.2493
2023,Romania,808.8549417848816,131727.1,,,131.7271
2023,Slovakia,213.19329449965315,56895.899999999994,,,56.8959
2023,Slovenia,101.3031220829342,31451.7,,,31.451700000000002
2023,Spain,2274.214474612276,462936.0,,,462.936
2023,Sweden,657.8237117627217,192564.1,,,192.5641
2024,Austria,579.2957113152625,196237.6,,,196.23760000000001
2024,Belgium,747.0048857832475,187156.6,,,187.1566
2024,Bulgaria,219.86048319440374,35231.2,,,35.231199999999994
2024,Croatia,165.9120133757503,25487.5,,,25.4875
2024,Czechia,522.2066901114159,157470.1,,,157.4701
2024,Denmark,439.1333730703288,164806.7,,,164.8067
2024,Estonia,57.14195920427151,12345.8,,,12.345799999999999
2024,Finland,312.9134858632739,102153.0,,,102.153
2024,France,3742.9849575875187,781850.6000000001,,,781.8506000000001
2024,Germany,5171.653267879899,1888715.0,,,1888.715
2024,Greece,386.27105760276436,56969.0,,,56.969
2024,Hungary,389.88618824546364,81726.9,,,81.7269
2024,Ireland,614.5460211237902,355672.30000000005,,,355.67230000000006
2024,Italy,3134.354368979215,832559.1000000001,,,832.5591000000001
2024,Latvia,73.1725959332775,11583.0,,,11.583
2024,Lithuania,136.05744591820698,28850.1,,,28.850099999999998
2024,Luxembourg,85.774028129325,11740.2,,,11.740200000000002
2024,Netherlands,1271.5735585550087,309706.0,,,309.706
2024,Norway,502.2620635264033,193174.6,,,193.1746
2024,Poland,1611.3000738752191,358158.30000000005,,,358.15830000000005
2024,Portugal,445.0964470178643,88205.0,,,88.205
2024,Romania,815.863986076619,135974.1,,,135.9741
2024,Slovakia,217.30239165135544,58939.0,,,58.939
2024,Slovenia,102.957784218453,32653.0,,,32.653
2024,Spain,2350.1080028104298,483053.0,,,483.053
2024,Sweden,660.660190877616,194097.59999999998,,,194.09759999999997
2025,Austria,579.0854503805015,201073.90000000002,0.271,133.3923334951485,201.07390000000004
2025,Belgium,755.6440868476168,191184.2,0.2118,136.03860495517642,191.1842
2025,Bulgaria,226.2968457839624,37454.8,0.2567,49.37684026583167,37.454800000000006
2025,Croatia,172.3762471523955,27051.100000000002,0.2385,34.94497470396938,27.0511
2025,Czechia,533.2785334496549,166805.2,0.3511,159.14897913004776,166.8052
2025,Denmark,452.5401526708121,178831.2,0.2141,82.35551968379775,178.83120000000002
2025,Estonia,58.359359204460596,12700.0,0.2446,12.133494372199403,12.7
2025,Finland,316.4379575678848,103150.0,0.2556,68.74931066119865,103.15
2025,France,3767.37162980656,782403.7,0.1899,608.110291625226,782.4037
2025,Germany,5192.489905366195,1911868.0,0.2889,1275.0937836112496,1911.868
2025,Greece,395.4094706197907,60341.100000000006,0.1543,51.85992911913864,60.341100000000004
2025,Hungary,392.58871653512574,83409.4,0.2884,96.23919797142072,83.40939999999999
2025,Ireland,639.6609873354126,457815.1,0.3323,180.67544417782398,457.8151
2025,Italy,3158.8865190776773,849970.4,0.2237,600.6464771700249,849.9704
2025,Latvia,73.93333068260091,12336.599999999999,0.1987,12.48696988563788,12.336599999999999
2025,Lithuania,140.66872191392662,29726.7,0.2688,32.13998958289395,29.7267
2025,Luxembourg,87.4830724573859,11279.0,0.1153,8.573778516186104,11.279
2025,Netherlands,1287.1537140425141,327416.0,0.1905,208.4223651463341,327.416
2025,Norway,503.1090105720906,191052.19999999998,0.3333,142.53329824012613,191.05219999999997
2025,Poland,1661.8140776943615,365524.5,0.3146,444.3857025162492,365.5245
2025,Portugal,454.16053654441146,90652.5,0.21,81.06765577317744,90.6525
2025,Romania,828.3858651027415,141262.8,0.2885,203.14092376981978,141.2628
2025,Slovakia,220.05972530805684,60578.9,0.3189,59.65048944062843,60.578900000000004
2025,Slovenia,104.831479229655,33087.5,0.2995,26.68747382488942,33.0875
2025,Spain,2417.441738978279,509049.0,0.2118,435.21203626825945,509.049
2025,Sweden,670.52011898382,198804.4,0.2417,137.75500584463092,198.8044
2026,Austria,586.1559870451061,,,,
2026,Belgium,764.6873733320036,,,,
2026,Bulgaria,232.06927065720427,,,,
2026,Croatia,178.14332497121,,,,
2026,Czechia,545.8948384263492,,,,
2026,Denmark,459.9443054264736,,,,
2026,Estonia,60.146011021934406,,,,
2026,Finland,320.86226872881366,,,,
2026,France,3800.710186112083,,,,
2026,Germany,5254.229383435376,,,,
2026,Greece,404.6961013997532,,,,
2026,Hungary,401.11701083977675,,,,
2026,Ireland,658.6909871013154,,,,
2026,Italy,3187.6484857465966,,,,
